Gender,Country,SubscriptionType,ContractType,TenureMonths,MonthlyCharge,SupportTickets,DaysSinceLastLogin,PaymentFailures,Churn
Male,USA,Premium,Monthly,20,85.66,0,10,0,1
Female,UK,Basic,Monthly,34,27.13,3,5,1,0
Female,USA,Basic,Monthly,53,27.63,0,20,0,0
Male,Germany,Free,Monthly,64,7.92,3,10,0,0
Male,USA,Free,Annual,23,4.13,1,4,0,0
Female,USA,Basic,Monthly,27,21.35,0,26,1,0
Female,UK,Free,Annual,17,9.11,1,40,1,1
Female,India,Basic,Monthly,48,45.1,1,7,1,1
Male,UK,Basic,Monthly,21,41.8,0,5,0,0
Female,Germany,Basic,Monthly,50,30.58,1,2,0,1
Male,India,Premium,Monthly,40,60.18,1,17,0,1
Female,Canada,Free,Monthly,3,5.75,3,39,0,1
Female,Canada,Free,Monthly,17,9.45,2,6,1,1
Male,Germany,Free,Monthly,61,6.63,2,14,1,0
Female,UK,Premium,Monthly,50,79.98,1,4,0,1
Male,Egypt,Basic,Annual,6,48.35,0,11,1,1
Male,Germany,Free,Monthly,28,14.55,0,0,1,0
Female,India,Premium,Monthly,72,66.65,1,53,2,1
Male,India,Free,Monthly,55,3.75,1,25,1,1
Male,USA,Basic,Monthly,58,40.03,0,9,0,0
Female,Canada,Free,Monthly,45,8.63,1,47,0,0
Male,India,Basic,Annual,72,35.76,1,4,1,0
Male,Germany,Free,Annual,19,2.67,1,2,0,0
Male,India,Premium,Monthly,29,78.22,3,63,0,1
Female,Germany,Basic,Monthly,23,48.68,2,8,1,1
Male,Egypt,Premium,Monthly,32,97.39,0,60,0,1
Female,USA,Basic,Annual,10,28.7,2,22,0,1
Female,Canada,Premium,Monthly,49,80.73,1,86,1,0
Male,India,Free,Monthly,65,7.26,2,31,0,1
Male,Germany,Basic,Monthly,29,34.24,2,2,0,1
Male,UK,Basic,Annual,59,39.35,2,42,0,0
Female,Canada,Premium,Monthly,45,97.32,1,4,0,1
Male,Egypt,Basic,Monthly,67,38.94,2,26,1,0
Male,Germany,Basic,Annual,51,24.14,2,15,1,1
Male,USA,Basic,Monthly,11,21.16,1,27,1,1
Male,USA,Free,Annual,6,12.4,3,32,0,1
Male,Egypt,Free,Monthly,67,2.34,4,36,0,0
Female,Egypt,Basic,Annual,62,27.6,0,40,0,0
Female,USA,Basic,Annual,5,38.46,2,41,0,1
Male,India,Basic,Monthly,9,33.68,3,12,0,0
Male,India,Basic,Annual,28,21.16,0,48,0,0
Male,Germany,Free,Monthly,38,9.62,1,28,1,1
Male,UK,Premium,Annual,43,91.23,5,40,0,0
Female,Germany,Basic,Monthly,21,30.59,1,100,0,1
Male,UK,Free,Annual,62,7.29,1,3,0,0
Female,Egypt,Free,Monthly,46,6.33,0,10,0,0
Female,Canada,Premium,Annual,70,86.57,1,36,0,0
Male,Germany,Premium,Monthly,38,98.93,0,2,1,1
Female,Germany,Premium,Annual,49,55.84,3,17,1,0
Female,UK,Basic,Annual,39,27.53,2,43,0,0
Female,Egypt,Basic,Monthly,71,24.71,1,0,1,0
Female,Egypt,Basic,Annual,30,28.34,2,62,0,1
Male,UK,Basic,Annual,21,20.05,0,84,1,1
Male,Egypt,Free,Monthly,1,2.12,2,9,0,0
Female,USA,Premium,Monthly,32,70.48,3,32,0,0
Male,India,Premium,Monthly,8,95.39,1,3,0,0
Male,USA,Premium,Monthly,69,56.67,1,33,1,0
Male,Canada,Free,Monthly,30,2.0,1,14,0,1
Male,Germany,Free,Monthly,8,14.69,0,43,1,1
Male,Canada,Basic,Monthly,19,41.15,3,5,0,1
Female,Germany,Basic,Monthly,59,29.66,3,25,1,1
Male,India,Premium,Monthly,55,80.8,2,34,0,1
Male,Egypt,Basic,Annual,30,36.91,1,5,0,0
Male,USA,Free,Annual,36,11.34,2,38,1,0
Male,UK,Basic,Monthly,55,31.59,8,70,0,1
Female,USA,Free,Annual,44,4.28,2,21,0,0
Female,India,Premium,Annual,27,66.68,1,34,0,0
Female,Canada,Basic,Annual,54,26.22,3,17,0,0
Female,UK,Premium,Monthly,48,95.27,4,20,2,1
Male,Egypt,Basic,Monthly,30,40.92,1,0,0,0
Female,India,Free,Annual,39,2.27,0,16,0,0
Male,UK,Premium,Annual,13,99.19,0,19,0,0
Male,India,Free,Annual,16,2.29,2,24,3,1
Male,India,Premium,Annual,44,93.87,1,4,0,1
Male,Egypt,Basic,Monthly,71,47.19,0,6,0,0
Male,Germany,Free,Monthly,27,8.41,1,31,0,1
Female,UK,Free,Monthly,45,3.37,4,4,0,0
Female,Egypt,Premium,Monthly,35,92.26,3,12,0,1
Female,India,Basic,Annual,28,24.36,1,6,0,0
Female,Egypt,Premium,Monthly,7,81.74,3,17,0,1
Male,Germany,Free,Monthly,62,0.9,0,95,0,0
Female,USA,Basic,Annual,51,20.9,2,42,0,0
Male,UK,Free,Monthly,46,6.98,2,7,0,0
Female,Germany,Basic,Annual,20,48.58,3,10,0,0
Male,Canada,Free,Annual,38,0.15,0,55,0,0
Male,UK,Premium,Monthly,61,69.34,2,50,0,1
Female,Germany,Free,Monthly,32,1.56,1,4,1,0
Male,India,Free,Monthly,26,11.54,1,39,0,1
Male,UK,Free,Monthly,58,4.8,0,8,0,0
Female,UK,Basic,Monthly,39,26.83,0,17,0,0
Male,Egypt,Basic,Monthly,20,23.06,4,0,0,1
Female,India,Free,Annual,50,10.02,1,144,1,1
Female,Canada,Basic,Monthly,52,25.42,2,31,0,0
Female,USA,Basic,Annual,22,22.09,3,6,1,1
Male,Germany,Free,Monthly,53,10.11,2,25,0,0
Male,Egypt,Basic,Monthly,66,21.19,3,8,1,0
Male,Germany,Basic,Annual,43,48.95,0,2,0,0
Female,Canada,Free,Monthly,23,13.46,3,12,0,0
Male,Canada,Basic,Monthly,64,24.58,2,21,0,0
Female,UK,Premium,Annual,9,77.73,2,2,0,0
Female,Canada,Premium,Annual,7,69.82,3,16,2,1
Male,Germany,Premium,Annual,41,73.19,0,16,0,1
Female,India,Basic,Monthly,54,43.23,0,22,3,0
Male,India,Premium,Monthly,65,80.38,0,6,0,0
Male,UK,Premium,Annual,2,87.95,0,0,0,1
Male,USA,Premium,Annual,4,71.49,1,9,0,0
Male,Germany,Basic,Monthly,32,31.72,1,11,0,0
Male,Germany,Free,Annual,2,14.65,2,22,1,1
Female,Canada,Premium,Monthly,64,79.46,0,59,1,1
Female,Germany,Free,Monthly,14,2.11,1,5,0,0
Female,Egypt,Free,Monthly,20,7.81,2,26,0,0
Male,USA,Free,Monthly,49,12.44,1,2,0,1
Male,Canada,Free,Monthly,8,0.6,1,5,2,1
Male,Egypt,Basic,Monthly,63,34.38,1,16,1,0
Female,UK,Free,Monthly,46,9.03,2,27,0,1
Male,India,Basic,Annual,21,40.41,0,43,0,0
Female,UK,Free,Annual,32,5.48,2,30,0,1
Female,India,Basic,Annual,8,20.04,2,0,2,1
Male,UK,Free,Annual,16,11.29,1,25,0,0
Male,Germany,Basic,Monthly,40,29.18,2,38,0,1
Female,Egypt,Free,Monthly,27,3.5,3,16,0,0
Male,India,Premium,Annual,18,57.19,2,74,1,1
Female,Canada,Basic,Monthly,35,29.91,0,0,0,0
Male,Egypt,Basic,Monthly,52,34.24,1,38,0,0
Male,Canada,Basic,Monthly,15,22.08,0,9,0,1
Female,Egypt,Premium,Annual,63,51.3,0,23,0,0
Male,Egypt,Free,Monthly,53,6.91,3,26,2,1
Female,UK,Free,Annual,66,10.63,2,8,0,0
Male,India,Basic,Monthly,31,23.53,3,119,0,1
Female,India,Free,Annual,61,9.67,3,2,0,0
Female,Egypt,Premium,Annual,64,88.48,0,4,0,0
Male,Germany,Premium,Annual,34,62.1,2,49,2,1
Female,Germany,Free,Monthly,55,8.14,1,3,0,1
Male,Canada,Basic,Monthly,59,46.58,3,11,0,1
Male,Canada,Basic,Annual,3,26.28,2,29,0,1
Male,UK,Basic,Monthly,17,24.89,1,34,0,1
Female,Egypt,Basic,Monthly,46,36.42,1,68,0,1
Female,Canada,Basic,Monthly,38,38.92,2,34,0,1
Male,Canada,Basic,Annual,35,48.73,1,41,1,0
Male,USA,Free,Monthly,1,3.85,2,66,0,1
Female,Egypt,Premium,Annual,29,61.75,0,18,0,0
Male,UK,Free,Monthly,4,6.06,2,9,0,1
Male,Canada,Premium,Monthly,61,76.57,1,32,0,1
Female,UK,Premium,Annual,17,80.17,2,4,0,1
Male,India,Basic,Monthly,28,31.32,0,2,2,1
Female,UK,Premium,Monthly,50,65.48,1,34,0,1
Male,Germany,Basic,Annual,8,20.5,0,66,0,1
Female,Germany,Free,Annual,34,13.42,2,13,1,0
Male,UK,Basic,Monthly,59,27.15,2,4,0,1
Male,Germany,Premium,Annual,18,64.12,3,15,0,0
Female,India,Basic,Annual,59,46.17,0,11,0,0
Male,Egypt,Basic,Annual,27,33.31,0,10,1,0
Female,Germany,Premium,Monthly,16,80.75,0,22,1,1
Male,Germany,Basic,Monthly,10,27.88,1,4,1,1
Female,UK,Free,Annual,22,6.16,0,11,1,0
Female,India,Premium,Annual,16,95.88,3,45,1,1
Female,Egypt,Premium,Monthly,12,53.98,4,29,0,1
Female,UK,Premium,Monthly,51,94.89,2,1,0,1
Male,UK,Premium,Monthly,1,69.96,1,16,2,1
Male,USA,Basic,Monthly,27,22.32,1,2,0,1
Female,India,Premium,Monthly,67,59.28,1,69,0,0
Female,Egypt,Free,Monthly,12,10.32,2,6,0,0
Female,India,Free,Annual,30,10.57,1,59,0,0
Male,Egypt,Basic,Monthly,9,31.94,1,40,0,1
Male,India,Free,Annual,53,8.63,1,18,3,1
Male,UK,Premium,Monthly,61,91.88,1,9,0,1
Male,UK,Premium,Monthly,54,92.92,1,43,0,1
Female,Canada,Free,Monthly,37,5.25,4,4,0,1
Female,Germany,Basic,Monthly,65,20.48,0,4,0,0
Female,USA,Free,Annual,42,8.74,1,6,1,1
Male,India,Premium,Annual,49,93.93,1,20,0,1
Male,USA,Premium,Monthly,4,81.2,2,8,2,1
Male,Canada,Free,Monthly,64,13.25,1,100,0,1
Female,Germany,Basic,Monthly,51,35.78,0,5,0,0
Female,India,Free,Annual,72,3.13,2,36,0,1
Male,Egypt,Free,Annual,60,14.21,2,2,1,0
Female,Germany,Premium,Monthly,31,83.49,1,10,3,1
Male,UK,Free,Annual,72,3.67,2,6,0,0
Male,Canada,Basic,Annual,58,42.2,2,83,1,0
Female,Germany,Free,Monthly,4,6.61,1,1,1,1
Male,Germany,Basic,Monthly,22,40.96,1,28,1,1
Female,UK,Premium,Annual,3,56.07,1,6,0,0
Male,India,Free,Annual,47,7.7,1,37,0,0
Female,Egypt,Free,Monthly,38,6.38,1,8,0,1
Female,UK,Free,Monthly,33,13.36,1,5,0,1
Female,Egypt,Free,Monthly,48,6.44,1,26,0,0
Male,India,Free,Monthly,65,8.01,1,7,0,0
Male,Germany,Premium,Annual,26,92.67,1,15,0,0
Female,Egypt,Basic,Monthly,8,41.98,0,3,0,1
Female,Canada,Basic,Annual,50,25.94,1,28,0,0
Male,Canada,Basic,Annual,38,26.54,2,11,3,1
Male,UK,Free,Monthly,10,4.16,4,3,0,1
Male,India,Basic,Monthly,42,31.47,3,30,1,1
Female,UK,Free,Monthly,37,1.43,2,2,0,0
Male,UK,Premium,Annual,26,85.03,4,19,0,1
Male,USA,Premium,Monthly,12,79.69,2,21,0,1
Female,UK,Free,Annual,49,8.11,3,59,4,1
Male,USA,Free,Annual,14,10.78,0,4,0,0
Male,Canada,Basic,Monthly,46,44.11,0,23,0,0
Male,Canada,Free,Annual,35,2.49,1,11,0,0
Female,UK,Premium,Annual,29,66.48,1,11,0,0
Female,Canada,Basic,Monthly,12,30.27,0,15,1,1
Female,India,Free,Monthly,44,6.83,1,6,1,1
Female,USA,Premium,Annual,66,61.51,3,14,0,0
Female,USA,Premium,Annual,2,88.31,1,26,1,1
Female,UK,Basic,Monthly,59,45.29,3,13,1,0
Female,Canada,Free,Monthly,17,12.32,1,1,0,1
Male,Egypt,Basic,Monthly,10,31.17,4,7,1,1
Male,USA,Basic,Annual,18,22.41,2,10,2,0
Female,UK,Premium,Monthly,22,92.79,3,10,2,1
Male,UK,Premium,Monthly,58,55.46,0,2,2,0
Male,India,Premium,Annual,53,82.71,2,13,1,0
Female,Germany,Basic,Monthly,1,41.45,3,26,1,1
Male,Germany,Premium,Annual,61,73.64,3,1,0,0
Male,USA,Free,Monthly,31,14.25,2,31,1,0
Male,India,Basic,Annual,31,23.3,2,68,0,0
Male,India,Free,Monthly,66,2.09,1,0,0,0
Male,India,Basic,Annual,19,27.79,0,5,0,0
Female,USA,Premium,Annual,53,86.94,0,17,0,0
Female,Germany,Free,Monthly,22,8.07,2,5,0,1
Female,India,Basic,Monthly,23,33.0,2,32,0,1
Male,Canada,Basic,Monthly,15,34.88,2,8,0,1
Female,UK,Basic,Monthly,26,49.61,2,8,0,1
Male,UK,Basic,Annual,3,28.95,3,0,0,0
Male,Egypt,Free,Annual,20,0.6,1,7,0,0
Male,Egypt,Premium,Monthly,40,80.3,3,5,0,0
Male,USA,Basic,Annual,39,34.0,2,9,0,0
Female,USA,Basic,Annual,72,26.0,0,4,1,0
Female,UK,Free,Annual,18,1.09,1,20,0,1
Male,Canada,Premium,Monthly,41,95.65,1,6,0,1
Female,Germany,Basic,Monthly,70,21.1,2,39,0,0
Male,Germany,Basic,Monthly,27,44.46,2,7,1,0
Female,USA,Free,Monthly,15,11.61,1,5,0,1
Female,Canada,Basic,Monthly,37,31.04,0,1,0,0
Male,USA,Basic,Monthly,58,34.32,0,30,1,1
Female,Germany,Premium,Monthly,5,99.41,2,16,0,1
Male,USA,Free,Annual,7,6.47,2,3,1,0
Female,India,Free,Monthly,41,6.51,3,6,1,0
Male,USA,Premium,Monthly,10,81.06,1,147,0,1
Male,UK,Free,Monthly,62,13.39,1,36,0,1
Female,USA,Basic,Monthly,26,43.03,1,9,0,0
Female,UK,Free,Monthly,68,9.55,0,17,0,0
Male,Canada,Basic,Monthly,24,46.69,0,12,1,1
Female,Germany,Basic,Monthly,41,31.85,0,1,1,0
Female,Egypt,Free,Monthly,65,12.28,0,33,2,1
Male,Egypt,Premium,Monthly,17,75.15,2,28,0,1
Male,Germany,Premium,Monthly,24,69.22,4,12,1,1
Female,Egypt,Free,Annual,27,10.86,4,41,1,1
Male,USA,Basic,Monthly,7,37.02,1,17,0,1
Male,Canada,Basic,Monthly,12,36.3,3,1,1,1
Male,Canada,Premium,Monthly,3,87.63,1,7,0,1
Female,Germany,Free,Monthly,10,10.71,3,14,0,1
Female,Egypt,Free,Monthly,33,0.55,2,2,0,1
Male,USA,Premium,Monthly,46,80.82,2,19,0,0
Female,Canada,Premium,Annual,59,70.81,3,3,0,0
Male,Canada,Premium,Monthly,52,75.15,0,5,1,0
Female,India,Basic,Monthly,6,23.51,2,49,0,1
Male,India,Premium,Annual,2,73.36,1,189,0,0
Male,Canada,Premium,Annual,29,59.55,0,18,0,0
Female,Germany,Basic,Monthly,40,48.34,0,21,0,1
Male,UK,Free,Monthly,61,12.69,1,35,0,1
Female,UK,Basic,Monthly,68,34.46,1,26,1,0
Female,USA,Premium,Monthly,68,66.41,1,4,1,0
Male,Canada,Basic,Monthly,29,34.73,2,12,1,0
Male,Canada,Free,Monthly,62,9.95,3,17,0,0
Female,Canada,Basic,Annual,60,30.45,2,10,1,1
Male,Germany,Premium,Monthly,41,83.39,0,4,0,1
Male,India,Basic,Monthly,65,26.52,1,29,2,1
Male,Canada,Basic,Monthly,64,27.92,1,5,0,0
Male,Canada,Free,Annual,63,11.78,4,7,0,0
Male,Egypt,Premium,Monthly,48,90.66,0,7,0,0
Female,Germany,Basic,Annual,20,27.38,2,4,0,0
Female,USA,Basic,Monthly,37,20.53,4,42,0,1
Male,Canada,Premium,Monthly,64,60.24,4,21,0,1
Male,Egypt,Free,Monthly,5,2.86,2,40,0,1
Male,UK,Premium,Monthly,34,96.16,1,15,0,1
Female,USA,Basic,Monthly,39,26.43,2,16,0,0
Male,Canada,Free,Monthly,67,10.65,0,21,0,0
Female,Canada,Basic,Monthly,62,37.89,1,10,0,0
Female,Egypt,Basic,Annual,24,30.98,2,15,0,0
Female,Germany,Free,Monthly,3,10.81,1,17,2,1
Male,Canada,Free,Monthly,71,6.33,1,68,0,1
Female,UK,Premium,Monthly,67,50.21,0,47,1,0
Male,Canada,Basic,Annual,50,39.25,0,3,0,1
Female,UK,Free,Annual,29,11.57,3,1,0,0
Male,USA,Free,Monthly,32,11.89,2,25,0,1
Female,USA,Premium,Monthly,39,79.97,2,1,0,1
Male,India,Basic,Monthly,9,33.83,1,1,1,1
Female,India,Basic,Annual,14,34.08,2,4,1,0
Male,UK,Free,Annual,68,3.89,4,10,0,1
Male,Germany,Free,Monthly,64,8.73,0,13,0,0
Male,Canada,Basic,Monthly,20,38.89,4,16,1,1
Male,Canada,Premium,Monthly,28,70.06,1,107,0,1
Female,India,Basic,Monthly,14,21.28,1,11,0,0
Female,UK,Premium,Annual,44,72.6,1,6,0,1
Male,Canada,Basic,Monthly,39,34.58,0,19,0,0
Female,Canada,Free,Monthly,28,7.86,3,5,0,1
Male,Germany,Premium,Annual,64,56.61,0,62,0,0
Male,Egypt,Basic,Annual,32,22.26,3,7,0,1
Female,India,Premium,Monthly,9,96.87,1,101,1,1
Male,India,Free,Annual,28,11.35,2,12,0,0
Male,Egypt,Premium,Monthly,17,66.67,2,37,0,1
Female,Canada,Free,Annual,55,6.07,0,23,0,0
Male,Germany,Basic,Annual,10,27.46,1,60,1,1
Male,Germany,Basic,Monthly,6,31.06,1,22,0,1
Male,India,Basic,Annual,48,44.68,1,19,0,0
Male,Germany,Basic,Annual,67,23.44,2,23,0,0
Female,USA,Basic,Monthly,41,45.07,1,34,0,0
Female,Egypt,Basic,Monthly,60,39.19,0,50,0,0
Female,Canada,Free,Annual,42,1.43,3,7,0,1
Male,USA,Premium,Monthly,71,84.19,1,5,1,1
Male,Egypt,Basic,Monthly,28,22.74,2,1,0,1
Female,UK,Basic,Annual,13,30.07,3,10,0,0
Male,India,Free,Annual,15,2.8,0,41,1,0
Male,Germany,Basic,Monthly,36,28.03,1,2,1,1
Male,UK,Basic,Monthly,15,21.59,3,17,0,0
Male,Germany,Basic,Monthly,56,37.85,2,26,2,0
Female,USA,Premium,Monthly,4,52.07,1,40,0,0
Female,Canada,Premium,Monthly,52,63.27,1,19,0,0
Female,Canada,Free,Annual,10,13.87,2,5,0,0
Male,Canada,Free,Monthly,45,13.81,2,73,2,1
Female,Germany,Free,Monthly,29,4.32,5,2,0,1
Female,UK,Free,Monthly,53,11.03,2,32,1,0
Male,Canada,Free,Annual,29,11.63,6,2,0,1
Male,UK,Free,Monthly,23,12.13,0,3,1,1
Female,Germany,Basic,Monthly,57,21.16,0,50,0,1
Female,USA,Basic,Monthly,50,34.86,0,31,1,1
Female,UK,Free,Monthly,21,11.43,2,10,0,1
Female,USA,Premium,Monthly,43,94.15,3,22,0,1
Male,Germany,Free,Monthly,10,1.75,1,13,0,0
Female,Germany,Premium,Monthly,30,54.33,2,2,0,0
Female,India,Premium,Monthly,51,61.2,2,28,2,1
Male,Germany,Basic,Monthly,33,26.6,1,32,1,1
Female,Germany,Free,Monthly,18,9.69,2,47,0,1
Male,Egypt,Free,Monthly,22,4.55,3,17,0,1
Male,Canada,Premium,Monthly,64,60.55,1,25,2,1
Male,India,Premium,Monthly,21,97.63,2,13,0,0
Female,India,Free,Monthly,1,3.11,1,8,1,1
Female,India,Basic,Annual,15,34.95,1,12,1,0
Male,Egypt,Premium,Monthly,36,77.92,1,53,0,1
Female,USA,Basic,Monthly,47,24.33,3,4,0,0
Female,Germany,Premium,Monthly,54,68.07,2,6,0,1
Male,Canada,Premium,Annual,32,82.98,3,21,1,1
Male,UK,Free,Annual,58,6.11,1,3,0,0
Female,USA,Free,Monthly,46,10.89,3,49,0,0
Male,Germany,Free,Monthly,54,1.65,1,1,0,0
Female,Egypt,Free,Monthly,33,9.15,2,31,0,1
Female,Germany,Basic,Monthly,39,36.66,1,10,0,0
Female,Germany,Premium,Monthly,23,89.52,0,1,0,1
Female,Egypt,Premium,Annual,43,56.83,3,41,1,1
Male,India,Premium,Monthly,55,68.1,2,23,0,0
Male,India,Basic,Annual,2,49.55,2,0,1,1
Male,Canada,Premium,Monthly,66,71.19,0,7,0,0
Male,Canada,Premium,Annual,38,71.65,3,10,0,0
Female,India,Basic,Annual,29,24.12,0,9,0,0
Female,USA,Basic,Monthly,67,21.96,1,15,0,0
Male,UK,Basic,Monthly,71,46.15,2,16,2,0
Female,Germany,Premium,Monthly,36,88.43,2,11,0,1
Female,UK,Free,Monthly,29,2.75,1,9,0,0
Female,Germany,Premium,Monthly,37,70.68,2,15,0,0
Male,India,Basic,Monthly,45,24.07,3,1,0,0
Male,Canada,Premium,Monthly,16,92.68,0,23,0,1
Male,USA,Basic,Annual,31,22.11,3,20,1,0
Female,Canada,Free,Monthly,34,7.38,0,7,0,0
Male,UK,Free,Annual,50,5.08,3,4,0,1
Male,Canada,Basic,Monthly,65,28.37,1,2,0,1
Male,India,Premium,Annual,62,66.66,2,19,1,1
Male,USA,Basic,Monthly,43,49.58,0,19,0,1
Male,UK,Free,Monthly,56,0.64,1,17,3,1
Male,USA,Free,Annual,15,2.56,3,93,0,1
Female,Germany,Free,Monthly,48,6.49,2,17,0,1
Female,Canada,Basic,Annual,49,42.42,3,28,0,1
Male,USA,Basic,Monthly,44,48.72,4,3,1,1
Male,Egypt,Premium,Monthly,10,75.28,2,8,1,1
Female,Canada,Basic,Monthly,20,40.23,2,7,0,1
Female,Germany,Premium,Annual,70,60.25,4,19,0,0
Male,USA,Premium,Monthly,8,88.72,0,9,0,1
Male,UK,Basic,Annual,45,34.44,0,23,0,0
Male,Germany,Basic,Annual,34,29.56,3,26,1,0
Male,Egypt,Free,Monthly,51,14.78,1,1,0,0
Female,USA,Premium,Monthly,4,61.96,3,22,1,1
Male,India,Premium,Annual,39,94.23,2,3,0,0
Male,Canada,Free,Monthly,24,2.52,1,14,0,1
Male,UK,Premium,Monthly,55,53.73,1,29,0,1
Male,India,Basic,Monthly,26,20.2,1,27,0,0
Female,USA,Premium,Monthly,25,51.84,1,8,3,0
Female,USA,Premium,Monthly,36,62.66,4,7,1,1
Female,Germany,Basic,Monthly,71,43.88,1,13,0,0
Male,USA,Basic,Annual,58,36.28,7,5,2,1
Male,UK,Basic,Monthly,12,48.1,4,81,0,1
Female,India,Basic,Monthly,1,25.88,0,9,0,1
Male,UK,Premium,Annual,50,66.07,1,56,0,1
Male,Egypt,Free,Annual,25,0.64,1,53,0,0
Female,Egypt,Basic,Annual,5,39.27,1,10,0,0
Female,Canada,Basic,Monthly,68,35.06,0,6,0,0
Female,Canada,Premium,Annual,6,73.16,2,32,0,0
Female,Egypt,Free,Monthly,26,12.78,4,6,0,1
Male,USA,Free,Monthly,55,14.9,1,16,0,0
Male,UK,Basic,Monthly,39,41.35,1,3,1,0
Female,Egypt,Premium,Monthly,9,86.63,0,11,0,1
Male,Canada,Premium,Annual,45,51.96,2,2,0,0
Female,Egypt,Basic,Monthly,14,29.77,2,7,0,1
Female,USA,Basic,Annual,55,49.51,1,24,0,0
Male,Egypt,Basic,Annual,9,26.16,0,104,0,1
Female,UK,Basic,Monthly,15,23.08,1,6,1,1
Male,India,Free,Monthly,37,0.74,0,14,1,0
Male,USA,Premium,Monthly,50,61.9,4,13,0,1
Male,Canada,Free,Monthly,72,7.73,1,4,0,0
Male,UK,Premium,Monthly,21,83.28,2,21,1,1
Female,Egypt,Free,Annual,57,1.16,2,28,0,0
Male,Egypt,Premium,Monthly,19,92.16,1,4,0,1
Female,India,Premium,Monthly,58,64.28,1,31,1,1
Female,Canada,Basic,Annual,6,29.97,1,26,0,0
Female,Canada,Free,Monthly,4,13.22,3,5,1,1
Female,Germany,Free,Annual,43,8.41,4,23,0,1
Male,Canada,Basic,Monthly,42,46.21,0,11,2,1
Male,India,Free,Monthly,3,0.72,0,25,0,1
Female,Germany,Free,Monthly,1,10.08,5,15,0,1
Female,Germany,Premium,Monthly,55,61.67,0,1,1,1
Male,Egypt,Free,Monthly,15,13.68,4,34,1,1
Female,Egypt,Premium,Annual,47,55.51,0,18,0,0
Male,Canada,Free,Monthly,46,1.58,3,28,0,0
Female,Germany,Premium,Annual,58,94.07,0,3,0,0
Male,Egypt,Free,Monthly,71,2.8,2,28,0,0
Female,India,Premium,Monthly,39,92.7,4,12,1,1
Female,Egypt,Free,Monthly,3,3.53,1,35,0,0
Male,USA,Free,Annual,30,3.67,1,20,1,1
Female,USA,Free,Monthly,35,9.25,0,10,0,0
Female,Egypt,Free,Monthly,57,4.78,2,5,0,1
Male,Germany,Basic,Annual,29,44.27,0,37,1,0
Female,Germany,Basic,Monthly,50,37.61,1,18,1,1
Male,UK,Basic,Annual,62,39.05,2,96,0,1
Male,USA,Premium,Monthly,52,95.0,1,10,0,1
Female,India,Basic,Annual,14,44.59,1,25,0,0
Female,Germany,Basic,Annual,35,46.41,1,21,0,0
Female,Canada,Premium,Annual,28,55.25,3,22,0,1
Female,USA,Basic,Monthly,58,44.36,1,29,0,0
Female,India,Free,Monthly,30,4.23,0,3,1,1
Female,India,Basic,Annual,7,37.82,1,18,1,0
Female,Germany,Premium,Monthly,39,69.31,1,16,2,1
Male,India,Premium,Monthly,69,82.5,0,9,0,1
Female,Germany,Premium,Annual,35,94.0,0,13,0,1
Male,Egypt,Free,Monthly,52,14.85,2,16,0,0
Female,USA,Premium,Monthly,14,51.45,1,9,1,1
Female,UK,Basic,Monthly,63,47.07,1,8,0,1
Male,Egypt,Basic,Monthly,36,38.91,2,29,1,1
Female,USA,Basic,Monthly,24,27.87,3,2,0,0
Female,Germany,Free,Annual,40,5.68,1,8,0,0
Male,USA,Free,Monthly,29,12.88,2,23,0,1
Female,Germany,Free,Annual,53,3.31,0,5,0,0
Female,Egypt,Basic,Annual,22,33.24,0,19,1,0
Female,Canada,Free,Annual,72,13.65,2,8,0,0
Male,Canada,Premium,Monthly,15,98.76,0,41,0,1
Female,USA,Free,Annual,69,0.19,1,9,0,0
Female,Canada,Premium,Monthly,64,58.57,2,6,1,0
Female,Germany,Basic,Monthly,4,21.44,0,17,1,1
Female,India,Premium,Annual,18,76.42,2,3,0,1
Male,Germany,Free,Monthly,42,7.04,1,35,0,1
Male,India,Basic,Annual,30,43.76,2,25,0,0
Female,Egypt,Basic,Monthly,15,25.71,1,32,1,1
Female,UK,Free,Annual,70,8.74,0,11,1,0
Male,India,Premium,Monthly,55,76.6,2,40,0,1
Male,Canada,Free,Annual,53,10.52,1,15,0,0
Female,Germany,Basic,Monthly,16,43.68,1,2,0,1
Male,Egypt,Premium,Monthly,34,64.8,1,6,0,1
Female,Canada,Free,Monthly,27,2.14,1,27,0,0
Male,Egypt,Free,Monthly,13,9.61,2,50,1,0
Male,UK,Free,Monthly,27,11.59,1,2,1,0
Male,Germany,Basic,Monthly,69,32.2,2,44,0,1
Male,USA,Free,Monthly,31,8.82,0,35,0,1
Female,Germany,Free,Monthly,3,3.44,5,10,0,0
Male,UK,Premium,Monthly,30,81.42,0,26,0,1
Male,Germany,Free,Annual,21,5.02,3,5,0,1
Female,USA,Free,Annual,6,13.79,3,37,3,1
Male,India,Free,Annual,32,9.81,2,24,0,1
Male,Egypt,Premium,Annual,42,76.43,4,13,0,0
Female,USA,Premium,Monthly,62,68.3,4,44,1,1
Male,Canada,Free,Monthly,32,12.7,2,3,0,0
Female,UK,Premium,Monthly,39,78.97,1,41,0,1
Female,India,Free,Annual,64,7.88,4,1,0,0
Female,Canada,Free,Annual,30,10.2,0,31,1,0
Female,Canada,Basic,Monthly,63,26.21,2,19,0,0
Male,UK,Free,Monthly,31,2.61,1,26,0,0
